region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
West Region,Male,College,7948.544751,23916.0,68.0,0,Corporate Auto,Two-Door Car,481.113765
West Region,Female,Bachelor,11378.88711,34854.0,95.0,0,Corporate Auto,Four-Door Car,456.0
West Region,Female,College,5219.754045,48203.0,66.0,0,Personal Auto,Four-Door Car,413.238845
West Region,Male,High School or Below,9486.037005,25322.0,126.0,0,Corporate Auto,Sports Car,886.033554
West Region,Female,Bachelor,4762.557323,16656.0,63.0,1,Personal Auto,Two-Door Car,302.4
West Region,Female,Master,4975.171042,44723.0,124.0,0,Personal Auto,SUV,341.088276
West Region,Male,High School or Below,4422.615495,35979.0,116.0,2,Personal Auto,Sports Car,556.8
West Region,Female,College,4849.697945,36413.0,61.0,0,Personal Auto,Four-Door Car,153.013115
West Region,Male,Bachelor,19237.69976,0.0,196.0,0,Corporate Auto,Luxury Vehicle,2092.523421
West Region,Female,Doctor,8518.549119,0.0,112.0,1,Personal Auto,Sports Car,537.6
West Region,Male,College,5194.654884,51883.0,66.0,0,Personal Auto,Two-Door Car,623.751121
West Region,Female,High School or Below,46302.07562,0.0,151.0,1,Personal Auto,SUV,1087.2
West Region,Male,Bachelor,2538.62632,18608.0,71.0,0,Corporate Auto,Four-Door Car,340.8
West Region,Female,College,14070.63897,0.0,127.0,0,Corporate Auto,SUV,677.868206
West Region,Male,High School or Below,2748.933734,55964.0,69.0,0,Personal Auto,Four-Door Car,496.8
West Region,Male,High School or Below,6006.211611,85510.0,74.0,0,Corporate Auto,Four-Door Car,355.2
West Region,Male,High School or Below,3286.440915,30706.0,84.0,0,Personal Auto,Four-Door Car,225.654806
West Region,Female,High School or Below,2648.350463,29587.0,69.0,0,Personal Auto,Two-Door Car,331.2
West Region,Male,College,20936.33105,20309.0,181.0,0,Personal Auto,Luxury Vehicle,1579.854155
West Region,Male,Bachelor,7194.233091,0.0,71.0,0,Personal Auto,Four-Door Car,599.375099
West Region,Female,College,11435.23124,12470.0,103.0,1,Corporate Auto,SUV,618.688651
West Region,Male,Master,4064.107529,0.0,107.0,0,Personal Auto,Sports Car,513.6
West Region,Female,Bachelor,5893.368906,86498.0,74.0,1,Personal Auto,Two-Door Car,8.529778
West Region,Female,Bachelor,8256.2978,62902.0,69.0,0,Personal Auto,Two-Door Car,159.383042
West Region,Male,College,8061.198798,57293.0,102.0,0,Corporate Auto,Sports Car,347.996042
West Region,Female,High School or Below,9333.076001,0.0,129.0,0,Corporate Auto,Sports Car,928.8
West Region,Female,High School or Below,34243.51034,51255.0,122.0,0,Personal Auto,SUV,421.70554
West Region,Male,College,31516.5084,0.0,125.0,0,Corporate Auto,SUV,626.411563
West Region,Female,College,2460.167359,69241.0,61.0,0,Personal Auto,Four-Door Car,47.95916
West Region,Male,Bachelor,4929.549699,25632.0,63.0,0,Personal Auto,Two-Door Car,351.270869
West Region,Female,High School or Below,2866.824929,87428.0,72.0,0,Personal Auto,Four-Door Car,224.483337
West Region,Male,Master,8429.491575,98796.0,104.0,0,Personal Auto,SUV,499.2
West Region,Male,College,8052.243508,78617.0,101.0,0,Corporate Auto,Four-Door Car,233.169575
West Region,Female,Bachelor,4916.479717,0.0,65.0,0,Personal Auto,Two-Door Car,312.0
West Region,Male,High School or Below,5386.969384,93893.0,67.0,0,Personal Auto,Four-Door Car,98.66095
West Region,Male,Bachelor,3508.905811,23629.0,88.0,0,Personal Auto,Four-Door Car,633.6
West Region,Male,Bachelor,6511.103163,0.0,91.0,0,Corporate Auto,Two-Door Car,655.404481
West Region,Male,High School or Below,4335.676738,30574.0,114.0,1,Corporate Auto,Sports Car,396.105473
West Region,Female,Bachelor,3673.525732,69555.0,92.0,0,Personal Auto,Four-Door Car,255.277041
West Region,Male,Bachelor,7426.462927,19634.0,98.0,0,Corporate Auto,Two-Door Car,470.4
West Region,Male,Bachelor,2640.488905,15776.0,69.0,0,Personal Auto,Two-Door Car,337.596914
West Region,Female,Bachelor,4889.765364,46819.0,62.0,0,Personal Auto,Four-Door Car,157.990123
West Region,Female,Master,10537.40467,47950.0,65.0,0,Personal Auto,Four-Door Car,301.867895
West Region,Female,High School or Below,6385.617852,0.0,63.0,1,Personal Auto,Two-Door Car,302.4
West Region,Female,Master,4564.512659,12626.0,69.0,4,Personal Auto,Four-Door Car,331.2
West Region,Male,High School or Below,4772.943848,20993.0,133.0,0,Personal Auto,SUV,638.4
West Region,Male,High School or Below,10387.24599,24392.0,93.0,0,Personal Auto,Four-Door Car,446.4
West Region,Male,Bachelor,4984.618655,86305.0,62.0,0,Personal Auto,Four-Door Car,80.73124
West Region,Male,Bachelor,6600.477951,0.0,110.0,3,Personal Auto,Sports Car,1011.772647
West Region,Female,College,2591.749798,56701.0,65.0,0,Personal Auto,Four-Door Car,333.441673
West Region,Male,College,8355.642928,57074.0,105.0,0,Personal Auto,SUV,80.129332
West Region,Male,Bachelor,5142.04553,0.0,72.0,0,Personal Auto,Two-Door Car,345.6
West Region,Female,Bachelor,5205.256308,53614.0,65.0,1,Personal Auto,Four-Door Car,725.849253
West Region,Male,Master,14816.95159,0.0,135.0,0,Personal Auto,SUV,648.0
West Region,Male,Bachelor,12812.43898,0.0,128.0,0,Personal Auto,SUV,789.775123
West Region,Male,Master,2472.227293,76441.0,62.0,0,Personal Auto,Four-Door Car,294.258612
West Region,Female,Bachelor,35186.25611,86134.0,98.0,0,Corporate Auto,Two-Door Car,3.246203
West Region,Male,High School or Below,9336.123495,45262.0,117.0,0,Corporate Auto,Four-Door Car,842.4
West Region,Female,Bachelor,14980.04626,0.0,222.0,0,Personal Auto,Luxury Vehicle,1123.485329
West Region,Female,Bachelor,4773.656279,27725.0,63.0,4,Personal Auto,Four-Door Car,302.4
West Region,Male,Doctor,4698.521352,27985.0,117.0,0,Personal Auto,Two-Door Car,561.6
West Region,Female,Master,3491.26162,29673.0,92.0,2,Corporate Auto,Two-Door Car,328.348506
West Region,Male,Master,4505.842815,24790.0,113.0,0,Personal Auto,SUV,767.242337
West Region,Female,High School or Below,5765.502751,57846.0,73.0,1,Personal Auto,Four-Door Car,481.014309
West Region,Male,High School or Below,7685.652168,0.0,111.0,0,Corporate Auto,Four-Door Car,799.2
West Region,Female,Bachelor,2309.876793,0.0,61.0,0,Personal Auto,Four-Door Car,32.454659
West Region,Male,High School or Below,6582.286333,10738.0,109.0,4,Personal Auto,Four-Door Car,852.256188
West Region,Male,College,2860.440918,45587.0,81.0,5,Personal Auto,Four-Door Car,380.595522
West Region,Female,College,5039.435344,82940.0,63.0,0,Personal Auto,Four-Door Car,332.847984
West Region,Male,College,3979.282641,42633.0,101.0,0,Corporate Auto,SUV,285.048692
West Region,Female,College,6273.911874,18577.0,86.0,0,Corporate Auto,Four-Door Car,412.8
West Region,Male,Master,14435.67365,60880.0,119.0,0,Personal Auto,Two-Door Car,109.906628
West Region,Male,Master,19339.20282,22582.0,61.0,0,Personal Auto,Four-Door Car,292.8
West Region,Female,Bachelor,6872.043512,0.0,64.0,0,Corporate Auto,Four-Door Car,585.058877
West Region,Male,High School or Below,7613.706014,25944.0,70.0,0,Personal Auto,Four-Door Car,336.0
West Region,Male,High School or Below,6369.262355,34498.0,83.0,0,Personal Auto,Two-Door Car,398.4
West Region,Female,High School or Below,14255.23041,31027.0,124.0,1,Personal Auto,SUV,597.578875
West Region,Male,Bachelor,2469.088506,0.0,71.0,0,Corporate Auto,Four-Door Car,484.87847
West Region,Male,High School or Below,3451.25106,45609.0,87.0,0,Corporate Auto,Two-Door Car,246.515921
West Region,Female,Master,13736.1325,16181.0,181.0,0,Personal Auto,SUV,1261.319869
West Region,Male,High School or Below,6360.649533,41195.0,160.0,0,Corporate Auto,SUV,323.1897
West Region,Female,Master,4770.984146,76194.0,119.0,0,Personal Auto,SUV,388.313599
West Region,Female,Bachelor,10296.9965,0.0,138.0,0,Personal Auto,SUV,666.977979
West Region,Female,College,3237.923545,60097.0,82.0,0,Personal Auto,Four-Door Car,278.735779
West Region,Female,College,5254.019142,95017.0,65.0,0,Personal Auto,Four-Door Car,324.99944
West Region,Female,High School or Below,10129.50677,0.0,68.0,0,Corporate Auto,Four-Door Car,326.4
West Region,Female,College,2228.525238,0.0,64.0,0,Personal Auto,Four-Door Car,744.924331
West Region,Female,Bachelor,16501.06524,83547.0,137.0,1,Personal Auto,SUV,75.663572
West Region,Male,Bachelor,2178.520191,0.0,65.0,0,Personal Auto,Four-Door Car,319.49223
West Region,Male,College,14642.14003,57561.0,62.0,1,Corporate Auto,Four-Door Car,298.430234
West Region,Female,Bachelor,5049.765309,10180.0,65.0,0,Corporate Auto,Two-Door Car,455.654032
West Region,Male,Master,3544.541005,40658.0,90.0,0,Personal Auto,Two-Door Car,502.873215
West Region,Female,College,3210.136249,23554.0,86.0,0,Corporate Auto,Four-Door Car,412.8
West Region,Female,Bachelor,4531.366283,0.0,119.0,0,Personal Auto,Four-Door Car,571.2
West Region,Male,Master,3373.869214,28989.0,85.0,0,Personal Auto,Four-Door Car,408.0
West Region,Male,Bachelor,5451.802287,55898.0,69.0,0,Personal Auto,Two-Door Car,441.951758
West Region,Female,High School or Below,3045.05813,53441.0,76.0,0,Personal Auto,Two-Door Car,364.8
West Region,Male,Doctor,2715.68743,20848.0,71.0,0,Corporate Auto,Four-Door Car,350.143872
West Region,Female,High School or Below,3802.994357,0.0,108.0,0,Personal Auto,Sports Car,932.654942
West Region,Male,College,5498.940679,22520.0,73.0,0,Personal Auto,Four-Door Car,350.4
West Region,Male,Bachelor,23990.14738,69781.0,119.0,0,Personal Auto,SUV,849.208601
West Region,Male,Bachelor,7901.427389,99711.0,98.0,0,Corporate Auto,Four-Door Car,11.549207
West Region,Female,College,8596.567628,25785.0,112.0,1,Corporate Auto,SUV,537.6
West Region,Male,High School or Below,3964.527997,62638.0,100.0,0,Personal Auto,SUV,441.988868
West Region,Female,College,8262.629249,0.0,113.0,0,Corporate Auto,SUV,813.6
West Region,Male,High School or Below,6676.726314,56875.0,84.0,0,Personal Auto,Two-Door Car,145.448401
West Region,Male,High School or Below,2750.878284,93102.0,68.0,0,Personal Auto,Two-Door Car,578.945761
West Region,Male,College,5495.183322,25564.0,71.0,0,Personal Auto,Four-Door Car,228.515513
West Region,Female,Bachelor,2471.278718,29918.0,62.0,0,Personal Auto,Four-Door Car,108.892382
West Region,Female,Bachelor,4128.385865,95891.0,102.0,0,Corporate Auto,SUV,34.235959
West Region,Male,High School or Below,15234.7459,72988.0,127.0,0,Personal Auto,SUV,276.503559
West Region,Male,High School or Below,6366.225775,44368.0,80.0,0,Personal Auto,Two-Door Car,384.0
West Region,Male,Bachelor,6575.451884,84146.0,82.0,0,Personal Auto,Four-Door Car,464.714188
West Region,Male,College,7425.269244,36259.0,63.0,0,Corporate Auto,Four-Door Car,302.4
West Region,Male,College,3924.416277,56480.0,101.0,0,Corporate Auto,SUV,617.650751
West Region,Female,College,8660.838974,79674.0,107.0,0,Personal Auto,SUV,9.275859
West Region,Male,College,8130.651447,61036.0,68.0,0,Corporate Auto,Two-Door Car,413.25233
West Region,Female,Bachelor,12751.27591,33235.0,110.0,0,Personal Auto,SUV,113.804117
West Region,Female,Master,4170.687348,29462.0,107.0,1,Personal Auto,SUV,513.6
West Region,Male,High School or Below,6405.738932,48131.0,82.0,0,Personal Auto,Four-Door Car,393.6
West Region,Female,Bachelor,3573.291869,0.0,109.0,1,Personal Auto,SUV,523.2
West Region,Male,College,9095.049868,37937.0,116.0,0,Corporate Auto,SUV,556.8
West Region,Female,College,4794.116328,70012.0,119.0,0,Personal Auto,SUV,755.19863
West Region,Male,Master,14435.67365,60880.0,119.0,0,Personal Auto,Two-Door Car,109.906628
West Region,Male,High School or Below,8166.512251,0.0,82.0,0,Personal Auto,Four-Door Car,590.4
West Region,Male,High School or Below,8807.609658,59762.0,113.0,0,Corporate Auto,SUV,542.4
West Region,Male,Bachelor,9061.63365,0.0,65.0,0,Corporate Auto,Four-Door Car,413.288528
West Region,Female,Bachelor,8256.2978,62902.0,69.0,0,Personal Auto,Two-Door Car,159.383042
West Region,Female,Bachelor,19327.87406,57245.0,124.0,0,Corporate Auto,Sports Car,681.577742
West Region,Female,Bachelor,7050.972166,39040.0,174.0,0,Personal Auto,SUV,835.2
West Region,Male,High School or Below,2409.7007,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
West Region,Female,Doctor,5519.513075,70914.0,68.0,0,Personal Auto,Four-Door Car,77.695518
West Region,Female,College,10090.40808,97238.0,126.0,0,Personal Auto,SUV,604.8
West Region,Female,Bachelor,31316.61358,42522.0,132.0,0,Corporate Auto,SUV,909.876614
West Region,Female,High School or Below,2590.840183,0.0,67.0,0,Personal Auto,Four-Door Car,321.6
West Region,Female,Bachelor,4957.1612,0.0,67.0,0,Personal Auto,Four-Door Car,321.6
West Region,Female,Doctor,4014.453113,37384.0,99.0,0,Personal Auto,Four-Door Car,475.2
West Region,Male,High School or Below,5601.138061,42360.0,71.0,0,Corporate Auto,Four-Door Car,99.509191
West Region,Female,Bachelor,7370.61684,67871.0,61.0,0,Corporate Auto,Four-Door Car,10.475529
West Region,Female,College,15503.72309,29932.0,64.0,0,Personal Auto,Two-Door Car,319.710124
West Region,Male,High School or Below,5384.731816,0.0,78.0,0,Corporate Auto,Four-Door Car,748.774773
West Region,Male,High School or Below,4050.280057,82758.0,101.0,0,Personal Auto,Two-Door Car,179.430114
West Region,Female,Bachelor,12765.77704,0.0,117.0,0,Personal Auto,SUV,842.4
West Region,Female,Bachelor,9159.005771,96331.0,114.0,0,Personal Auto,Two-Door Car,491.027024
West Region,Male,High School or Below,5325.724541,0.0,73.0,0,Personal Auto,Two-Door Car,496.474767
West Region,Male,Bachelor,11072.03193,58971.0,94.0,1,Corporate Auto,Four-Door Car,318.882053
West Region,Female,High School or Below,12851.42404,0.0,186.0,0,Personal Auto,Luxury Vehicle,1339.2
West Region,Male,College,8607.482071,0.0,118.0,0,Personal Auto,Four-Door Car,566.4
West Region,Male,Bachelor,4222.977602,0.0,63.0,0,Personal Auto,Two-Door Car,302.4
West Region,Male,College,61134.68307,0.0,198.0,0,Corporate Auto,Luxury Vehicle,2275.265075
West Region,Male,College,9368.27103,44980.0,81.0,0,Corporate Auto,Two-Door Car,333.478333
West Region,Male,Master,4365.256633,23566.0,112.0,0,Personal Auto,SUV,537.6
West Region,Female,College,3384.468426,54603.0,86.0,0,Corporate Auto,Four-Door Car,412.8
West Region,Male,High School or Below,2409.003095,0.0,67.0,0,Personal Auto,Two-Door Car,482.4
West Region,Female,High School or Below,7209.088399,0.0,99.0,0,Personal Auto,Four-Door Car,715.039363
West Region,Male,College,3875.541141,0.0,117.0,0,Personal Auto,Sports Car,842.4
West Region,Female,College,2735.469265,96314.0,69.0,0,Personal Auto,Four-Door Car,296.995798
West Region,Female,Bachelor,3092.632781,31168.0,78.0,0,Corporate Auto,Four-Door Car,289.386343
West Region,Female,High School or Below,5006.609577,0.0,71.0,0,Personal Auto,Two-Door Car,358.985713
West Region,Male,College,14382.56463,52174.0,121.0,0,Personal Auto,SUV,403.737293
West Region,Female,College,2762.801339,72335.0,69.0,0,Personal Auto,Four-Door Car,331.2
West Region,Male,High School or Below,3997.476302,0.0,62.0,1,Corporate Auto,Four-Door Car,552.845318
West Region,Male,Doctor,5599.668502,0.0,73.0,0,Corporate Auto,Four-Door Car,350.4
West Region,Male,Bachelor,4974.801539,75644.0,65.0,3,Personal Auto,Two-Door Car,467.803638
West Region,Female,High School or Below,3435.649178,0.0,95.0,0,Corporate Auto,Four-Door Car,679.052398
West Region,Male,College,5574.618901,20075.0,71.0,0,Personal Auto,Four-Door Car,371.679189
West Region,Female,Bachelor,6889.518761,33786.0,89.0,1,Personal Auto,Two-Door Car,75.110004
West Region,Male,College,17497.52201,0.0,73.0,0,Personal Auto,Two-Door Car,350.4
West Region,Male,High School or Below,10986.22795,96721.0,138.0,1,Personal Auto,SUV,662.4
West Region,Female,Bachelor,5358.163394,40833.0,69.0,0,Corporate Auto,Four-Door Car,294.591676
West Region,Female,High School or Below,8532.718297,0.0,122.0,2,Personal Auto,SUV,585.6
West Region,Male,High School or Below,4634.730197,0.0,62.0,0,Personal Auto,Four-Door Car,297.6
West Region,Male,College,8080.948098,85210.0,68.0,0,Personal Auto,Two-Door Car,32.714226
West Region,Female,Bachelor,5678.050167,0.0,76.0,0,Corporate Auto,Four-Door Car,364.8
West Region,Female,Master,5243.538258,44851.0,66.0,0,Corporate Auto,Four-Door Car,439.762045
West Region,Male,High School or Below,12263.10529,0.0,174.0,0,Personal Auto,SUV,1724.234933
West Region,Male,Master,30859.36361,69872.0,111.0,2,Corporate Auto,Sports Car,218.395525
West Region,Female,High School or Below,16320.76716,0.0,247.0,3,Personal Auto,Luxury Vehicle,1778.4
West Region,Female,College,13447.37157,26708.0,122.0,0,Personal Auto,SUV,585.6
West Region,Female,College,2722.210707,17576.0,71.0,0,Personal Auto,Four-Door Car,398.502948
West Region,Female,Bachelor,32317.03275,55475.0,116.0,0,Personal Auto,SUV,412.471
West Region,Male,College,7896.706446,0.0,111.0,0,Corporate Auto,SUV,190.120714
West Region,Male,Master,2820.741005,35855.0,70.0,0,Personal Auto,Two-Door Car,278.208622
West Region,Female,High School or Below,6904.081112,0.0,98.0,0,Personal Auto,Four-Door Car,1032.329445
West Region,Male,Bachelor,7689.714281,0.0,73.0,0,Personal Auto,Four-Door Car,617.705323
West Region,Male,College,4821.213012,63391.0,64.0,4,Corporate Auto,Four-Door Car,119.587974
West Region,Female,Bachelor,4077.501164,53093.0,103.0,0,Corporate Auto,SUV,98.991733
West Region,Male,College,2888.853662,65412.0,73.0,1,Personal Auto,Four-Door Car,101.753098
West Region,Male,College,3653.12609,0.0,107.0,0,Corporate Auto,Four-Door Car,770.4
West Region,Female,Bachelor,4836.747754,0.0,136.0,0,Personal Auto,SUV,979.2
West Region,Male,College,13009.18057,0.0,61.0,0,Personal Auto,Two-Door Car,380.069056
West Region,Male,College,2612.528734,37073.0,66.0,0,Personal Auto,Four-Door Car,316.8
West Region,Female,High School or Below,25390.54546,19359.0,129.0,0,Personal Auto,Sports Car,928.8
West Region,Male,High School or Below,8901.055724,46814.0,113.0,0,Corporate Auto,SUV,542.4
West Region,Male,College,4704.176131,0.0,68.0,1,Personal Auto,Two-Door Car,326.4
West Region,Female,College,6240.903564,68332.0,79.0,3,Personal Auto,Four-Door Car,379.2
West Region,Male,College,8053.268897,17301.0,105.0,0,Personal Auto,Four-Door Car,638.543326
West Region,Female,High School or Below,5229.445752,69545.0,65.0,0,Corporate Auto,Four-Door Car,312.0
West Region,Female,Doctor,5035.035257,37405.0,63.0,3,Corporate Auto,Four-Door Car,287.556107
West Region,Male,Bachelor,5492.388442,74271.0,136.0,0,Personal Auto,Sports Car,174.327925
West Region,Male,High School or Below,2592.437797,72421.0,65.0,0,Corporate Auto,Four-Door Car,312.0
West Region,Female,Bachelor,3657.585449,62650.0,92.0,0,Personal Auto,Four-Door Car,148.820742
West Region,Male,High School or Below,5319.311913,37331.0,134.0,0,Personal Auto,SUV,898.914194
